year,ronda,piloto_id,constructor_id,puntos,posicion,posicion_inicial,vueltas,status,gap,vuelta_rapida,velocidad_punta_kph
2018,1,vettel,ferrari,25,1,3,58,Finished,1:29:33.283,1:26.469,220.782
2018,1,hamilton,mercedes,18,2,1,58,Finished,+5.036,1:26.444,220.845
2018,1,raikkonen,ferrari,15,3,2,58,Finished,+6.309,1:26.373,221.027
2018,1,ricciardo,red_bull,12,4,8,58,Finished,+7.069,1:25.945,222.128
2018,1,alonso,mclaren,10,5,10,58,Finished,+27.886,1:26.978,219.489
2018,1,max_verstappen,red_bull,8,6,4,58,Finished,+28.945,1:26.880,219.737
2018,1,hulkenberg,renault,6,7,7,58,Finished,+32.671,1:27.081,219.230
2018,1,bottas,mercedes,4,8,15,58,Finished,+34.339,1:27.019,219.386
2018,1,vandoorne,mclaren,2,9,11,58,Finished,+34.921,1:26.958,219.540
2018,1,sainz,renault,1,10,9,58,Finished,+45.722,1:27.944,217.079
2018,1,perez,force_india,0,11,12,58,Finished,+46.817,1:27.633,217.849
2018,1,ocon,force_india,0,12,14,58,Finished,+1:00.278,1:27.600,217.931
2018,1,leclerc,sauber,0,13,18,58,Finished,+1:15.759,1:28.759,215.085
2018,1,stroll,williams,0,14,13,58,Finished,+1:18.288,1:28.511,215.688
2018,1,brendon_hartley,toro_rosso,0,15,16,57,+1 Lap,NA,1:28.176,216.507
2018,1,grosjean,haas,0,16,6,24,Wheel,NA,1:28.805,214.974
2018,1,kevin_magnussen,haas,0,17,5,22,Wheel,NA,1:29.534,213.224
2018,1,gasly,toro_rosso,0,18,20,13,Engine,NA,1:30.649,210.601
2018,1,ericsson,sauber,0,19,17,5,Steering,NA,1:32.210,207.036
2018,1,sirotkin,williams,0,20,19,4,Brakes,NA,1:32.573,206.224
2018,2,vettel,ferrari,25,1,1,57,Finished,1:32:01.940,1:34.453,206.274
2018,2,bottas,mercedes,18,2,3,57,Finished,+0.699,1:33.740,207.842
2018,2,hamilton,mercedes,15,3,9,57,Finished,+6.512,1:33.953,207.371
2018,2,gasly,toro_rosso,12,4,5,57,Finished,+1:02.234,1:34.863,205.382
2018,2,kevin_magnussen,haas,10,5,6,57,Finished,+1:15.046,1:34.327,206.549
2018,2,hulkenberg,renault,8,6,7,57,Finished,+1:39.024,1:34.667,205.807
2018,2,alonso,mclaren,6,7,13,56,+1 Lap,NA,1:34.168,206.898
2018,2,vandoorne,mclaren,4,8,14,56,+1 Lap,NA,1:35.131,204.803
2018,2,ericsson,sauber,2,9,17,56,+1 Lap,NA,1:35.093,204.885
2018,2,ocon,force_india,1,10,8,56,+1 Lap,NA,1:35.043,204.993
2018,2,sainz,renault,0,11,10,56,+1 Lap,NA,1:35.535,203.937
2018,2,leclerc,sauber,0,12,19,56,+1 Lap,NA,1:35.075,204.924
2018,2,grosjean,haas,0,13,16,56,+1 Lap,NA,1:34.689,205.759
2018,2,stroll,williams,0,14,20,56,+1 Lap,NA,1:35.058,204.961
2018,2,sirotkin,williams,0,15,18,56,+1 Lap,NA,1:34.053,207.151
2018,2,perez,force_india,0,16,12,56,+1 Lap,NA,1:35.266,204.513
2018,2,brendon_hartley,toro_rosso,0,17,11,56,+1 Lap,NA,1:34.563,206.034
2018,2,raikkonen,ferrari,0,18,2,35,Wheel,NA,1:34.337,206.527
2018,2,max_verstappen,red_bull,0,19,15,3,Puncture,NA,NA,NA
2018,2,ricciardo,red_bull,0,20,4,1,Electrical,NA,NA,NA
2018,3,ricciardo,red_bull,25,1,6,56,Finished,1:35:36.380,1:35.785,204.871
2018,3,bottas,mercedes,18,2,3,56,Finished,+8.894,1:36.987,202.332
2018,3,raikkonen,ferrari,15,3,2,56,Finished,+9.637,1:36.456,203.446
2018,3,hamilton,mercedes,12,4,4,56,Finished,+16.985,1:36.878,202.559
2018,3,max_verstappen,red_bull,10,5,5,56,Finished,+20.436,1:36.206,203.974
2018,3,hulkenberg,renault,8,6,7,56,Finished,+21.052,1:36.881,202.553
2018,3,alonso,mclaren,6,7,13,56,Finished,+30.639,1:37.234,201.818
2018,3,vettel,ferrari,4,8,1,56,Finished,+35.286,1:37.479,201.311
2018,3,sainz,renault,2,9,9,56,Finished,+35.763,1:37.754,200.744
2018,3,kevin_magnussen,haas,1,10,11,56,Finished,+39.594,1:38.152,199.930
2018,3,ocon,force_india,0,11,12,56,Finished,+44.050,1:37.985,200.271
2018,3,perez,force_india,0,12,8,56,Finished,+44.725,1:37.673,200.911
2018,3,vandoorne,mclaren,0,13,14,56,Finished,+49.373,1:38.137,199.961
2018,3,stroll,williams,0,14,18,56,Finished,+55.490,1:38.500,199.224
2018,3,sirotkin,williams,0,15,16,56,Finished,+58.241,1:38.624,198.973
2018,3,ericsson,sauber,0,16,20,56,Finished,+1:02.604,1:38.386,199.455
2018,3,grosjean,haas,0,17,10,56,Finished,+1:05.296,1:37.410,201.453
2018,3,gasly,toro_rosso,0,18,17,56,Finished,+1:06.330,1:38.367,199.493
2018,3,leclerc,sauber,0,19,19,56,Finished,+1:22.575,1:38.808,198.603
2018,3,brendon_hartley,toro_rosso,0,20,15,51,Collision damage,NA,1:39.376,197.468
2018,4,hamilton,mercedes,25,1,2,51,Finished,1:43:44.291,1:45.412,205.012
2018,4,raikkonen,ferrari,18,2,6,51,Finished,+2.460,1:46.523,202.874
2018,4,perez,force_india,15,3,8,51,Finished,+4.024,1:46.206,203.480
2018,4,vettel,ferrari,12,4,1,51,Finished,+5.329,1:45.530,204.783
2018,4,sainz,renault,10,5,9,51,Finished,+7.515,1:46.856,202.242
2018,4,leclerc,sauber,8,6,13,51,Finished,+9.158,1:47.403,201.212
2018,4,alonso,mclaren,6,7,12,51,Finished,+10.931,1:47.449,201.126
2018,4,stroll,williams,4,8,10,51,Finished,+12.546,1:46.815,202.319
2018,4,vandoorne,mclaren,2,9,16,51,Finished,+14.152,1:47.666,200.720
2018,4,brendon_hartley,toro_rosso,1,10,19,51,Finished,+18.030,1:48.288,199.567
2018,4,ericsson,sauber,0,11,18,51,Finished,+18.512,1:47.925,200.239
2018,4,gasly,toro_rosso,0,12,17,51,Finished,+24.720,1:48.035,200.035
2018,4,kevin_magnussen,haas,0,13,15,51,Finished,+40.663,1:48.155,199.813
2018,4,bottas,mercedes,0,14,3,48,Puncture,NA,1:45.149,205.525
2018,4,grosjean,haas,0,15,20,42,Accident,NA,1:46.880,202.196
2018,4,max_verstappen,red_bull,0,16,5,39,Collision,NA,1:45.771,204.316
2018,4,ricciardo,red_bull,0,17,4,39,Collision,NA,1:45.419,204.999
2018,4,hulkenberg,renault,0,18,14,10,Accident,NA,1:48.867,198.506
2018,4,ocon,force_india,0,19,7,0,Collision,NA,NA,NA
2018,4,sirotkin,williams,0,20,11,0,Collision,NA,NA,NA
2018,5,hamilton,mercedes,25,1,1,66,Finished,1:35:29.972,1:19.133,211.770
2018,5,bottas,mercedes,18,2,2,66,Finished,+20.593,1:19.478,210.850
2018,5,max_verstappen,red_bull,15,3,5,66,Finished,+26.873,1:19.422,210.999
2018,5,vettel,ferrari,12,4,3,66,Finished,+27.584,1:19.128,211.783
2018,5,ricciardo,red_bull,10,5,6,66,Finished,+50.058,1:18.441,213.638
2018,5,kevin_magnussen,haas,8,6,7,65,+1 Lap,NA,1:20.246,208.832
2018,5,sainz,renault,6,7,9,65,+1 Lap,NA,1:21.324,206.064
2018,5,alonso,mclaren,4,8,8,65,+1 Lap,NA,1:20.727,207.588
2018,5,perez,force_india,2,9,15,64,+2 Laps,NA,1:21.128,206.562
2018,5,leclerc,sauber,1,10,14,64,+2 Laps,NA,1:22.122,204.062
2018,5,stroll,williams,0,11,18,64,+2 Laps,NA,1:22.095,204.129
2018,5,brendon_hartley,toro_rosso,0,12,20,64,+2 Laps,NA,1:21.439,205.773
2018,5,ericsson,sauber,0,13,17,64,+2 Laps,NA,1:22.487,203.159
2018,5,sirotkin,williams,0,14,19,63,+3 Laps,NA,1:22.680,202.685
2018,5,vandoorne,mclaren,0,15,11,45,Gearbox,NA,1:22.594,202.896
2018,5,ocon,force_india,0,16,13,38,Oil leak,NA,1:22.117,204.074
2018,5,raikkonen,ferrari,0,17,4,25,Turbo,NA,1:21.531,205.541
2018,5,grosjean,haas,0,18,10,0,Collision,NA,NA,NA
2018,5,gasly,toro_rosso,0,19,12,0,Collision,NA,NA,NA
2018,5,hulkenberg,renault,0,20,16,0,Collision,NA,NA,NA
2018,6,ricciardo,red_bull,25,1,1,78,Finished,1:42:54.807,1:15.562,158.984
2018,6,vettel,ferrari,18,2,2,78,Finished,+7.336,1:16.065,157.933
2018,6,hamilton,mercedes,15,3,3,78,Finished,+17.013,1:16.270,157.508
2018,6,raikkonen,ferrari,12,4,4,78,Finished,+18.127,1:16.392,157.257
2018,6,bottas,mercedes,10,5,5,78,Finished,+18.822,1:16.312,157.422
2018,6,ocon,force_india,8,6,6,78,Finished,+23.667,1:17.027,155.960
2018,6,gasly,toro_rosso,6,7,10,78,Finished,+24.331,1:17.099,155.815
2018,6,hulkenberg,renault,4,8,11,78,Finished,+24.839,1:16.061,157.941
2018,6,max_verstappen,red_bull,2,9,20,78,Finished,+25.317,1:14.260,161.772
2018,6,sainz,renault,1,10,8,78,Finished,+1:09.013,1:17.491,155.027
2018,6,ericsson,sauber,0,11,16,78,Finished,+1:09.864,1:16.936,156.145
2018,6,perez,force_india,0,12,9,78,Finished,+1:10.461,1:17.546,154.917
2018,6,kevin_magnussen,haas,0,13,19,78,Finished,+1:14.823,1:17.476,155.057
2018,6,vandoorne,mclaren,0,14,12,77,+1 Lap,NA,1:16.864,156.291
2018,6,grosjean,haas,0,15,18,77,+1 Lap,NA,1:14.822,160.557
2018,6,sirotkin,williams,0,16,13,77,+1 Lap,NA,1:15.325,159.484
2018,6,stroll,williams,0,17,17,76,+2 Laps,NA,1:14.944,160.295
2018,6,leclerc,sauber,0,18,14,70,Collision,NA,1:17.710,154.590
2018,6,brendon_hartley,toro_rosso,0,19,15,70,Collision,NA,1:17.172,155.667
2018,6,alonso,mclaren,0,20,7,52,Gearbox,NA,1:17.018,155.979
2018,7,vettel,ferrari,25,1,1,68,Finished,1:28:31.377,1:13.964,212.260
2018,7,bottas,mercedes,18,2,2,68,Finished,+7.376,1:13.992,212.179
2018,7,max_verstappen,red_bull,15,3,3,68,Finished,+8.360,1:13.864,212.547
2018,7,ricciardo,red_bull,12,4,6,68,Finished,+20.892,1:14.159,211.701
2018,7,hamilton,mercedes,10,5,4,68,Finished,+21.559,1:14.183,211.633
2018,7,raikkonen,ferrari,8,6,5,68,Finished,+27.184,1:14.075,211.941
2018,7,hulkenberg,renault,6,7,7,67,+1 Lap,NA,1:15.588,207.699
2018,7,sainz,renault,4,8,9,67,+1 Lap,NA,1:15.666,207.485
2018,7,ocon,force_india,2,9,8,67,+1 Lap,NA,1:15.610,207.639
2018,7,leclerc,sauber,1,10,13,67,+1 Lap,NA,1:15.480,207.996
2018,7,gasly,toro_rosso,0,11,16,67,+1 Lap,NA,1:15.699,207.395
2018,7,grosjean,haas,0,12,20,67,+1 Lap,NA,1:15.470,208.024
2018,7,kevin_magnussen,haas,0,13,11,67,+1 Lap,NA,1:15.401,208.214
2018,7,perez,force_india,0,14,10,67,+1 Lap,NA,1:15.100,209.049
2018,7,ericsson,sauber,0,15,19,66,+2 Laps,NA,1:16.403,205.484
2018,7,vandoorne,mclaren,0,16,15,66,+2 Laps,NA,1:15.765,207.214
2018,7,sirotkin,williams,0,17,18,66,+2 Laps,NA,1:15.924,206.780
2018,7,alonso,mclaren,0,18,14,40,Exhaust,NA,1:16.180,206.085
2018,7,brendon_hartley,toro_rosso,0,19,12,0,Collision,NA,NA,NA
2018,7,stroll,williams,0,20,17,0,Collision,NA,NA,NA
2018,8,hamilton,mercedes,25,1,1,53,Finished,1:30:11.385,1:34.509,222.531
2018,8,max_verstappen,red_bull,18,2,4,53,Finished,+7.090,1:34.275,223.083
2018,8,raikkonen,ferrari,15,3,6,53,Finished,+25.888,1:34.398,222.792
2018,8,ricciardo,red_bull,12,4,5,53,Finished,+34.736,1:35.382,220.494
2018,8,vettel,ferrari,10,5,3,53,Finished,+1:01.935,1:34.485,222.587
2018,8,kevin_magnussen,haas,8,6,9,53,Finished,+1:19.364,1:35.425,220.395
2018,8,bottas,mercedes,6,7,2,53,Finished,+1:20.632,1:34.225,223.201
2018,8,sainz,renault,4,8,7,53,Finished,+1:27.184,1:35.638,219.904
2018,8,hulkenberg,renault,2,9,12,53,Finished,+1:31.989,1:35.873,219.365
2018,8,leclerc,sauber,1,10,8,53,Finished,+1:33.873,1:35.977,219.127
2018,8,grosjean,haas,0,11,10,52,+1 Lap,NA,1:35.695,219.773
2018,8,vandoorne,mclaren,0,12,17,52,+1 Lap,NA,1:36.675,217.545
2018,8,ericsson,sauber,0,13,15,52,+1 Lap,NA,1:36.494,217.953
2018,8,brendon_hartley,toro_rosso,0,14,20,52,+1 Lap,NA,1:36.839,217.176
2018,8,sirotkin,williams,0,15,18,52,+1 Lap,NA,1:38.300,213.949
2018,8,alonso,mclaren,0,16,16,50,Wheel,NA,1:35.133,221.071
2018,8,stroll,williams,0,17,19,48,Puncture,NA,1:38.319,213.907
2018,8,perez,force_india,0,18,13,27,Engine,NA,1:38.319,213.907
2018,8,ocon,force_india,0,19,11,0,Collision,NA,NA,NA
2018,8,gasly,toro_rosso,0,20,14,0,Collision,NA,NA,NA
2018,9,max_verstappen,red_bull,25,1,4,71,Finished,1:21:56.024,1:07.442,230.491
2018,9,raikkonen,ferrari,18,2,3,71,Finished,+1.504,1:06.957,232.160
2018,9,vettel,ferrari,15,3,6,71,Finished,+3.181,1:07.082,231.728
2018,9,grosjean,haas,12,4,5,70,+1 Lap,NA,1:09.071,225.055
2018,9,kevin_magnussen,haas,10,5,8,70,+1 Lap,NA,1:08.476,227.010
2018,9,ocon,force_india,8,6,11,70,+1 Lap,NA,1:08.850,225.777
2018,9,perez,force_india,6,7,16,70,+1 Lap,NA,1:08.504,226.918
2018,9,alonso,mclaren,4,8,13,70,+1 Lap,NA,1:08.661,226.399
2018,9,leclerc,sauber,2,9,18,70,+1 Lap,NA,1:09.006,225.267
2018,9,ericsson,sauber,1,10,20,70,+1 Lap,NA,1:08.216,227.876
2018,9,gasly,toro_rosso,0,11,12,70,+1 Lap,NA,1:09.295,224.327
2018,9,sainz,renault,0,12,9,70,+1 Lap,NA,1:08.766,226.053
2018,9,sirotkin,williams,0,13,17,69,+2 Laps,NA,1:08.971,225.381
2018,9,stroll,williams,0,14,14,69,+2 Laps,NA,1:09.203,224.626
2018,9,vandoorne,mclaren,0,15,15,65,Collision damage,NA,1:08.894,225.633
2018,9,hamilton,mercedes,0,16,2,62,Fuel pressure,NA,1:07.241,231.180
2018,9,brendon_hartley,toro_rosso,0,17,19,54,Hydraulics,NA,1:09.171,224.730
2018,9,ricciardo,red_bull,0,18,7,53,Exhaust,NA,1:07.591,229.983
2018,9,bottas,mercedes,0,19,1,13,Hydraulics,NA,1:09.044,225.143
2018,9,hulkenberg,renault,0,20,10,11,Engine,NA,1:10.380,220.869
2018,10,vettel,ferrari,25,1,2,52,Finished,1:27:29.784,1:30.696,233.831
2018,10,hamilton,mercedes,18,2,1,52,Finished,+2.264,1:31.245,232.424
2018,10,raikkonen,ferrari,15,3,3,52,Finished,+3.652,1:30.795,233.576
2018,10,bottas,mercedes,12,4,4,52,Finished,+8.883,1:31.377,232.089
2018,10,ricciardo,red_bull,10,5,6,52,Finished,+9.500,1:31.589,231.551
2018,10,hulkenberg,renault,8,6,11,52,Finished,+28.220,1:33.405,227.049
2018,10,ocon,force_india,6,7,10,52,Finished,+29.930,1:33.606,226.562
2018,10,alonso,mclaren,4,8,13,52,Finished,+31.115,1:33.482,226.862
2018,10,kevin_magnussen,haas,2,9,7,52,Finished,+33.188,1:33.604,226.567
2018,10,perez,force_india,1,10,12,52,Finished,+34.708,1:33.472,226.887
2018,10,vandoorne,mclaren,0,11,17,52,Finished,+35.774,1:33.551,226.695
2018,10,stroll,williams,0,12,19,52,Finished,+38.106,1:33.869,225.927
2018,10,gasly,toro_rosso,0,13,14,52,Finished,+39.129,1:33.465,226.904
2018,10,sirotkin,williams,0,14,18,52,Finished,+48.113,1:34.620,224.134
2018,10,max_verstappen,red_bull,0,15,5,46,Brakes,NA,1:32.007,230.499
2018,10,grosjean,haas,0,16,8,37,Collision,NA,1:34.391,224.678
2018,10,sainz,renault,0,17,16,37,Collision,NA,1:34.602,224.177
2018,10,ericsson,sauber,0,18,15,31,Accident,NA,1:33.675,226.395
2018,10,leclerc,sauber,0,19,9,18,Tyre,NA,1:35.209,222.747
2018,10,brendon_hartley,toro_rosso,0,20,0,1,Power Unit,NA,NA,NA
2018,11,hamilton,mercedes,25,1,14,67,Finished,1:32:29.845,1:15.545,217.968
2018,11,bottas,mercedes,18,2,2,67,Finished,+4.535,1:15.721,217.461
2018,11,raikkonen,ferrari,15,3,3,67,Finished,+6.732,1:15.990,216.691
2018,11,max_verstappen,red_bull,12,4,4,67,Finished,+7.654,1:15.852,217.085
2018,11,hulkenberg,renault,10,5,7,67,Finished,+26.609,1:17.910,211.351
2018,11,grosjean,haas,8,6,6,67,Finished,+28.871,1:16.716,214.641
2018,11,perez,force_india,6,7,10,67,Finished,+30.556,1:17.867,211.468
2018,11,ocon,force_india,4,8,15,67,Finished,+31.750,1:17.941,211.267
2018,11,ericsson,sauber,2,9,13,67,Finished,+32.362,1:17.745,211.800
2018,11,brendon_hartley,toro_rosso,1,10,17,67,Finished,+34.197,1:17.681,211.974
2018,11,kevin_magnussen,haas,0,11,5,67,Finished,+34.919,1:17.697,211.930
2018,11,sainz,renault,0,12,8,67,Finished,+43.069,1:17.430,212.661
2018,11,vandoorne,mclaren,0,13,19,67,Finished,+46.617,1:17.537,212.368
2018,11,gasly,toro_rosso,0,14,16,66,+1 Lap,NA,1:17.762,211.753
2018,11,leclerc,sauber,0,15,9,66,+1 Lap,NA,1:17.852,211.509
2018,11,alonso,mclaren,0,16,11,65,Retired,NA,1:17.741,211.811
2018,11,stroll,williams,0,17,18,53,Engine,NA,1:18.861,208.802
2018,11,vettel,ferrari,0,18,1,51,Accident,NA,1:17.290,213.046
2018,11,sirotkin,williams,0,19,12,51,Engine,NA,1:18.934,208.609
2018,11,ricciardo,red_bull,0,20,20,27,Engine,NA,1:18.262,210.400
2018,12,hamilton,mercedes,25,1,1,70,Finished,1:37:16.427,1:21.107,194.454
2018,12,vettel,ferrari,18,2,4,70,Finished,+17.123,1:20.056,197.007
2018,12,raikkonen,ferrari,15,3,3,70,Finished,+20.101,1:20.292,196.428
2018,12,ricciardo,red_bull,12,4,12,70,Finished,+46.419,1:20.012,197.115
2018,12,bottas,mercedes,10,5,2,70,Finished,+50.000,1:21.736,192.957
2018,12,gasly,toro_rosso,8,6,6,70,Finished,+1:13.273,1:21.685,193.078
2018,12,kevin_magnussen,haas,6,7,9,69,+1 Lap,NA,1:21.302,193.987
2018,12,alonso,mclaren,4,8,11,69,+1 Lap,NA,1:22.090,192.125
2018,12,sainz,renault,2,9,5,69,+1 Lap,NA,1:22.774,190.538
2018,12,grosjean,haas,1,10,10,69,+1 Lap,NA,1:22.606,190.925
2018,12,brendon_hartley,toro_rosso,0,11,8,69,+1 Lap,NA,1:22.612,190.911
2018,12,hulkenberg,renault,0,12,13,69,+1 Lap,NA,1:21.261,194.085
2018,12,ocon,force_india,0,13,18,69,+1 Lap,NA,1:22.876,190.303
2018,12,perez,force_india,0,14,19,69,+1 Lap,NA,1:23.263,189.419
2018,12,ericsson,sauber,0,15,14,68,+2 Laps,NA,1:23.671,188.495
2018,12,sirotkin,williams,0,16,20,68,+2 Laps,NA,1:23.708,188.412
2018,12,stroll,williams,0,17,15,68,+2 Laps,NA,1:22.660,190.800
2018,12,vandoorne,mclaren,0,18,16,49,Gearbox,NA,1:23.077,189.843
2018,12,max_verstappen,red_bull,0,19,7,5,Power loss,NA,1:23.985,187.790
2018,12,leclerc,sauber,0,20,17,0,Suspension,NA,NA,NA
2018,13,vettel,ferrari,25,1,2,44,Finished,1:23:34.476,1:46.644,236.435
2018,13,hamilton,mercedes,18,2,1,44,Finished,+11.061,1:46.721,236.264
2018,13,max_verstappen,red_bull,15,3,7,44,Finished,+31.372,1:46.946,235.767
2018,13,bottas,mercedes,12,4,19,44,Finished,+1:03.605,1:46.286,237.231
2018,13,perez,force_india,10,5,4,44,Finished,+1:11.023,1:48.080,233.293
2018,13,ocon,force_india,8,6,3,44,Finished,+1:19.520,1:48.078,233.298
2018,13,grosjean,haas,6,7,5,44,Finished,+1:25.953,1:48.283,232.856
2018,13,kevin_magnussen,haas,4,8,9,44,Finished,+1:27.639,1:47.937,233.602
2018,13,gasly,toro_rosso,2,9,10,44,Finished,+1:45.892,1:48.588,232.202
2018,13,ericsson,sauber,1,10,13,43,+1 Lap,NA,1:48.694,231.976
2018,13,sainz,renault,0,11,14,43,+1 Lap,NA,1:48.670,232.027
2018,13,sirotkin,williams,0,12,16,43,+1 Lap,NA,1:49.113,231.085
2018,13,stroll,williams,0,13,17,43,+1 Lap,NA,1:49.287,230.717
2018,13,brendon_hartley,toro_rosso,0,14,11,43,+1 Lap,NA,1:48.756,231.843
2018,13,vandoorne,mclaren,0,15,18,43,+1 Lap,NA,1:48.956,231.418
2018,13,ricciardo,red_bull,0,16,8,28,Retired,NA,1:49.242,230.812
2018,13,raikkonen,ferrari,0,17,6,8,Brakes,NA,1:54.320,220.559
2018,13,leclerc,sauber,0,18,12,0,Accident,NA,NA,NA
2018,13,alonso,mclaren,0,19,15,0,Accident,NA,NA,NA
2018,13,hulkenberg,renault,0,20,20,0,Accident,NA,NA,NA
2018,14,hamilton,mercedes,25,1,3,53,Finished,1:16:54.484,1:22.497,252.794
2018,14,raikkonen,ferrari,18,2,1,53,Finished,+8.705,1:23.515,249.713
2018,14,bottas,mercedes,15,3,4,53,Finished,+14.066,1:22.907,251.544
2018,14,vettel,ferrari,12,4,2,53,Finished,+16.151,1:22.505,252.770
2018,14,max_verstappen,red_bull,10,5,5,53,Finished,+18.208,1:23.609,249.432
2018,14,ocon,force_india,8,6,8,53,Finished,+57.761,1:24.243,247.555
2018,14,perez,force_india,6,7,14,53,Finished,+58.678,1:24.179,247.743
2018,14,sainz,renault,4,8,7,53,Finished,+1:18.140,1:23.529,249.671
2018,14,stroll,williams,2,9,10,52,+1 Lap,NA,1:24.056,248.106
2018,14,sirotkin,williams,1,10,12,52,+1 Lap,NA,1:24.580,246.568
2018,14,leclerc,sauber,0,11,15,52,+1 Lap,NA,1:23.768,248.959
2018,14,vandoorne,mclaren,0,12,17,52,+1 Lap,NA,1:24.504,246.790
2018,14,hulkenberg,renault,0,13,20,52,+1 Lap,NA,1:24.772,246.010
2018,14,gasly,toro_rosso,0,14,9,52,+1 Lap,NA,1:24.059,248.097
2018,14,ericsson,sauber,0,15,18,52,+1 Lap,NA,1:24.767,246.024
2018,14,kevin_magnussen,haas,0,16,11,52,+1 Lap,NA,1:23.768,248.959
2018,14,ricciardo,red_bull,0,17,19,23,Engine,NA,1:25.692,243.369
2018,14,alonso,mclaren,0,18,13,9,Engine,NA,1:25.229,244.691
2018,14,brendon_hartley,toro_rosso,0,19,16,0,Brakes,NA,1:27.009,239.685
2018,14,grosjean,haas,0,20,6,53,Disqualified,+56.320,NA,NA
2018,15,hamilton,mercedes,25,1,1,61,Finished,1:51:11.611,1:42.913,177.108
2018,15,max_verstappen,red_bull,18,2,2,61,Finished,+8.961,1:43.345,176.368
2018,15,vettel,ferrari,15,3,3,61,Finished,+39.984,1:44.669,174.137
2018,15,bottas,mercedes,12,4,4,61,Finished,+51.930,1:44.720,174.052
2018,15,raikkonen,ferrari,10,5,5,61,Finished,+53.001,1:44.715,174.061
2018,15,ricciardo,red_bull,8,6,6,61,Finished,+53.982,1:43.120,176.753
2018,15,alonso,mclaren,6,7,11,61,Finished,+1:43.001,1:43.164,176.677
2018,15,sainz,renault,4,8,12,60,+1 Lap,NA,1:45.211,173.240
2018,15,leclerc,sauber,2,9,13,60,+1 Lap,NA,1:45.203,173.253
2018,15,hulkenberg,renault,1,10,10,60,+1 Lap,NA,1:46.093,171.800
2018,15,ericsson,sauber,0,11,14,60,+1 Lap,NA,1:45.169,173.309
2018,15,vandoorne,mclaren,0,12,18,60,+1 Lap,NA,1:45.555,172.675
2018,15,gasly,toro_rosso,0,13,15,60,+1 Lap,NA,1:46.063,171.848
2018,15,stroll,williams,0,14,20,60,+1 Lap,NA,1:46.033,171.897
2018,15,grosjean,haas,0,15,8,60,+1 Lap,NA,1:45.904,172.106
2018,15,perez,force_india,0,16,7,60,+1 Lap,NA,1:45.389,172.947
2018,15,brendon_hartley,toro_rosso,0,17,17,60,+1 Lap,NA,1:44.889,173.772
2018,15,kevin_magnussen,haas,0,18,16,59,+2 Laps,NA,1:41.905,178.860
2018,15,sirotkin,williams,0,19,19,59,+2 Laps,NA,1:45.902,172.110
2018,15,ocon,force_india,0,20,9,0,Collision,NA,NA,NA
2018,16,hamilton,mercedes,25,1,2,53,Finished,1:27:25.181,1:35.916,219.492
2018,16,bottas,mercedes,18,2,1,53,Finished,+2.545,1:35.861,219.617
2018,16,vettel,ferrari,15,3,3,53,Finished,+7.487,1:35.990,219.322
2018,16,raikkonen,ferrari,12,4,4,53,Finished,+16.543,1:36.611,217.913
2018,16,max_verstappen,red_bull,10,5,19,53,Finished,+31.016,1:36.283,218.655
2018,16,ricciardo,red_bull,8,6,18,53,Finished,+1:20.451,1:36.345,218.514
2018,16,leclerc,sauber,6,7,7,53,Finished,+1:38.390,1:38.107,214.590
2018,16,kevin_magnussen,haas,4,8,5,52,+1 Lap,NA,1:38.015,214.791
2018,16,ocon,force_india,2,9,6,52,+1 Lap,NA,1:38.366,214.025
2018,16,perez,force_india,1,10,8,52,+1 Lap,NA,1:38.300,214.168
2018,16,grosjean,haas,0,11,9,52,+1 Lap,NA,1:38.244,214.290
2018,16,hulkenberg,renault,0,12,12,52,+1 Lap,NA,1:39.108,212.422
2018,16,ericsson,sauber,0,13,10,52,+1 Lap,NA,1:37.931,214.975
2018,16,alonso,mclaren,0,14,16,52,+1 Lap,NA,1:39.590,211.394
2018,16,stroll,williams,0,15,14,52,+1 Lap,NA,1:39.435,211.724
2018,16,vandoorne,mclaren,0,16,15,51,+2 Laps,NA,1:39.922,210.692
2018,16,sainz,renault,0,17,11,51,+2 Laps,NA,1:39.731,211.095
2018,16,sirotkin,williams,0,18,13,51,+2 Laps,NA,1:39.838,210.869
2018,16,gasly,toro_rosso,0,19,17,4,Brakes,NA,1:44.071,202.292
2018,16,brendon_hartley,toro_rosso,0,20,20,4,Brakes,NA,1:45.852,198.889
2018,17,hamilton,mercedes,25,1,1,53,Finished,1:27:17.062,1:32.785,225.307
2018,17,bottas,mercedes,18,2,2,53,Finished,+12.919,1:33.110,224.521
2018,17,max_verstappen,red_bull,15,3,3,53,Finished,+14.295,1:33.367,223.903
2018,17,ricciardo,red_bull,12,4,15,53,Finished,+19.495,1:33.187,224.336
2018,17,raikkonen,ferrari,10,5,4,53,Finished,+50.998,1:34.223,221.869
2018,17,vettel,ferrari,8,6,8,53,Finished,+1:09.873,1:32.318,226.447
2018,17,perez,force_india,6,7,9,53,Finished,+1:19.379,1:34.073,222.223
2018,17,grosjean,haas,4,8,5,53,Finished,+1:27.198,1:34.786,220.551
2018,17,ocon,force_india,2,9,11,53,Finished,+1:28.055,1:34.670,220.821
2018,17,sainz,renault,1,10,13,52,+1 Lap,NA,1:34.197,221.930
2018,17,gasly,toro_rosso,0,11,7,52,+1 Lap,NA,1:34.133,222.081
2018,17,ericsson,sauber,0,12,20,52,+1 Lap,NA,1:36.294,217.097
